Area,Boro,AreaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06
Bay Ridge,Brooklyn,neighborhood,0.0,0.07407407407407407,,0.038461538461538464,0.047619047619047616,0.0,,,,,,,,0.1176470588235294,0.045454545454545456,,,,0.0,0.1111111111111111,0.05263157894736842,0.10526315789473684,,0.0,,,0.1176470588235294,,,0.2222222222222222,0.047619047619047616,0.1176470588235294,0.05882352941176471,0.05882352941176471,,,0.0,0.0,,0.0,0.03571428571428571,0.08695652173913042,0.13043478260869565,0.027027027027027032,0.08108108108108109,0.03333333333333333,0.007352941176470587,0.027027027027027032,0.0106951871657754,0.0041841004184100415,0.018433179723502304,0.010050251256281407,0.054545454545454536,0.07272727272727272,0.016666666666666666,0.02531645569620253,0.05319148936170213,0.025210084033613446,0.064,0.034782608695652174,0.030075187969924814,0.04424778761061947,0.04310344827586207,0.075,0.045454545454545456,0.06315789473684211,0.09166666666666666,0.051094890510948905,0.10655737704918032,0.10317460317460317,0.08870967741935484,0.14150943396226415,0.10526315789473684,0.09782608695652174,0.0641025641025641,0.038461538461538464,0.09195402298850576,0.0396039603960396,0.061224489795918366,0.12371134020618554,0.13414634146341464,0.13414634146341464,0.09411764705882353,0.1139240506329114,0.09482758620689656,0.16393442622950818,0.06857142857142857,0.12871287128712872,0.13392857142857142,0.15625,0.1059322033898305,0.1437908496732026,0.16993464052287582,0.18072289156626506,0.14,0.13793103448275862,0.11949685534591195,0.1402439024390244,0.13440860215053765,0.10471204188481677,0.09174311926605504,0.11328125
Baychester,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bayside,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,0.21428571428571427,,0.06666666666666668,,,0.0,,,,,,,,,,0.13333333333333333,0.16666666666666666,,0.2,,,0.0,,,,,,
Bedford Park,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.043478260869565216,0.0,0.0,0.023809523809523808,0.02631578947368421,0.10810810810810813,0.11904761904761905,0.13953488372093026,0.05555555555555555,0.03448275862068965,0.125,0.08,0.05882352941176471,0.0,0.15789473684210525,0.13333333333333333,0.09090909090909093,0.0,0.1111111111111111,0.05263157894736842,0.125,0.0,0.06666666666666668,0.15,0.04166666666666666,0.13333333333333333,0.09090909090909093,0.05555555555555555,,0.0,0.0,0.07692307692307693,0.1111111111111111,0.0,0.09090909090909093,0.10344827586206896,,,,,,,,,,,
Bedford-Stuyvesant,Brooklyn,neighborhood,0.15555555555555556,0.08333333333333333,0.125,0.11428571428571427,0.1,0.06451612903225806,0.10256410256410256,0.08,0.08163265306122447,0.0,0.019230769230769232,0.05,0.13953488372093026,0.043478260869565216,0.047619047619047616,0.0,0.08163265306122447,0.021739130434782608,0.07692307692307693,0.03333333333333333,0.07692307692307693,0.0851063829787234,0.1020408163265306,0.05660377358490566,0.1111111111111111,0.17567567567567569,0.1320754716981132,0.13636363636363635,0.15384615384615385,0.23214285714285715,0.12698412698412698,0.09722222222222222,0.09375,0.1111111111111111,0.02083333333333333,0.043478260869565216,0.08928571428571429,0.08695652173913042,0.08641975308641975,0.09574468085106384,0.20689655172413796,0.09090909090909093,0.1590909090909091,0.1810344827586207,0.10280373831775699,0.17346938775510204,0.13978494623655913,0.08571428571428573,0.13008130081300814,0.13793103448275862,0.11377245508982035,0.16756756756756758,0.1712707182320442,0.1751412429378531,0.11214953271028036,0.11403508771929825,0.20087336244541484,0.19615384615384612,0.19776119402985076,0.13559322033898305,0.14516129032258066,0.11071428571428572,0.09057971014492754,0.125,0.11178247734138973,0.1361111111111111,0.10073710073710074,0.12967581047381546,0.10904255319148937,0.15857605177993528,0.16722408026755853,0.11594202898550725,0.08550185873605948,0.1213235294117647,0.16720257234726688,0.1484848484848485,0.14857142857142858,0.1844155844155844,0.17662337662337665,0.1864406779661017,0.19315403422982885,0.21613832853025933,0.2634560906515581,0.19287833827893172,0.1953125,0.18779342723004694,0.20037105751391465,0.15264187866927592,0.16326530612244894,0.1717902350813743,0.1408199643493761,0.15833333333333333,0.22522522522522526,0.2247191011235955,0.21657754010695188,0.1751412429378531,0.14594594594594595,0.18867924528301888,0.19321148825065276,0.14390243902439026,0.16152019002375298,0.1550925925925926
Bellerose,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belmont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bensonhurst,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,0.0,,,,,,0.0,0.14285714285714285,0.0,0.0,,0.13333333333333333,0.09090909090909093,,0.1875,0.07692307692307693,0.07142857142857142,0.0,0.0,0.16666666666666666,0.0,0.0,0.10526315789473684,,0.0,,,0.07692307692307693,,,0.08333333333333333,,,0.0,0.06666666666666668,,,0.07692307692307693,0.13333333333333333,0.045454545454545456,0.10344827586206896,0.038461538461538464,0.11428571428571427,,0.1176470588235294,0.0,0.1875,0.0,0.15,0.14285714285714285,0.13793103448275862,0.10344827586206896,0.1568627450980392,0.14285714285714285
Bergen Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boerum Hill,Brooklyn,neighborhood,,,,0.07692307692307693,,0.047619047619047616,,0.0625,,0.08333333333333333,,,,,,,,,,,,,,,,,,,0.1875,0.17647058823529413,0.07692307692307693,,,,0.0,,,,,0.05882352941176471,0.0,,0.2,0.07692307692307693,0.28,0.13043478260869565,0.13043478260869565,0.24,0.10344827586206896,0.13636363636363635,0.25,0.08823529411764706,0.125,0.1276595744680851,0.17777777777777778,0.12962962962962962,0.16901408450704225,0.12244897959183673,0.16326530612244894,0.1111111111111111,0.19672131147540986,0.2028985507246377,0.06779661016949153,0.15517241379310345,0.08064516129032258,0.08,0.09523809523809523,0.08974358974358974,0.15517241379310345,0.13793103448275862,0.10344827586206896,0.2222222222222222,0.109375,0.18867924528301888,0.17857142857142858,0.20408163265306126,0.14583333333333334,0.08620689655172414,0.14084507042253522,0.2112676056338028,0.10526315789473684,0.2352941176470588,0.31666666666666665,0.0847457627118644,0.2222222222222222,0.10126582278481013,0.16304347826086954,0.07446808510638298,0.12941176470588234,0.18072289156626506,0.15,0.22857142857142854,0.17721518987341772,0.2575757575757576,0.16666666666666666,0.13333333333333333,0.13636363636363635,0.1914893617021277,0.16129032258064516,0.17543859649122806,0.08064516129032258,0.203125
Borough Park,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.05263157894736842,0.05882352941176471,0.16666666666666666,,,,,0.0,0.05263157894736842,,0.047619047619047616,,0.05882352941176471,,,0.06666666666666668,0.07142857142857142,0.0,,0.07142857142857142,0.15384615384615385,,0.05263157894736842,0.060606060606060615,0.1724137931034483,0.2,0.28,0.1,0.08823529411764706,0.06451612903225806,0.10344827586206896,0.14285714285714285,0.15,0.047619047619047616,0.19047619047619047,0.04166666666666666,0.06896551724137931,0.2380952380952381,0.13043478260869565,0.0,0.08333333333333333,0.05555555555555555,0.16129032258064516,0.03448275862068965,0.0
Bowne Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briarwood,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,,,,,,,0.1111111111111111,0.05555555555555555,0.15,0.047619047619047616,0.05555555555555555,0.05555555555555555,0.1176470588235294,0.1111111111111111,0.12,0.09090909090909093,0.08695652173913042,0.03571428571428571,0.03448275862068965,0.05882352941176471,0.07894736842105263,0.2857142857142857,0.1153846153846154,0.14814814814814814,0.057142857142857134,0.1724137931034483,0.08333333333333333,0.2380952380952381,0.05263157894736842,0.14285714285714285,0.0,0.03448275862068965,0.07894736842105263,0.08823529411764706,0.02631578947368421,0.2790697674418605,0.2363636363636364,0.3076923076923077,0.14035087719298245,0.045454545454545456,0.07692307692307693,0.0576923076923077,0.0975609756097561,0.07317073170731707,0.1016949152542373,0.014285714285714284,0.17142857142857146,0.275,0.20833333333333331,0.18181818181818185,0.13333333333333333,0.1176470588235294,0.1875,0.17391304347826084,0.1111111111111111,0.1724137931034483,0.0
Brighton Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2352941176470588,0.25,0.0,,,0.07142857142857142,,,0.0,,,,0.0,0.0,0.0625,0.13333333333333333,0.0,0.19047619047619047,0.2380952380952381,0.2571428571428571,0.3157894736842105,0.21739130434782608,0.0,0.0,0.03571428571428571,0.06666666666666668,0.15625,0.1176470588235294,0.08571428571428573,0.2,0.15789473684210525,0.08163265306122447,0.1794871794871795,0.060606060606060615,0.054054054054054064,0.15625,0.2058823529411765,0.0967741935483871,0.07142857142857142,0.07692307692307693,0.13636363636363635,0.13043478260869565,0.19047619047619047,0.10526315789473684,0.15,0.030303030303030307,0.0625,0.1951219512195122,0.021739130434782608,0.06451612903225806,0.25,0.14285714285714285,0.19047619047619047,0.21428571428571427,0.09090909090909093,0.20833333333333331,0.2631578947368421,0.1111111111111111,0.25,0.1509433962264151,0.21621621621621626
Bronx,Bronx,borough,0.014084507042253518,0.0125,0.0410958904109589,0.0,0.0,0.047619047619047616,0.03225806451612903,0.038461538461538464,0.05263157894736842,0.06666666666666668,0.0,0.0,0.08695652173913042,0.06818181818181818,0.060606060606060615,0.06976744186046513,0.04651162790697674,0.020408163265306117,0.0,0.03896103896103896,0.06896551724137931,0.05813953488372092,0.08536585365853659,0.06097560975609756,0.10112359550561796,0.08139534883720931,0.10344827586206896,0.09411764705882353,0.0875,0.03,0.11,0.10752688172043012,0.08695652173913042,0.14678899082568808,0.08256880733944955,0.08421052631578947,0.12087912087912088,0.13186813186813187,0.14285714285714285,0.1176470588235294,0.10784313725490197,0.03883495145631068,0.06930693069306931,0.0967741935483871,0.06896551724137931,0.09782608695652174,0.11224489795918367,0.13043478260869565,0.11009174311926606,0.09090909090909093,0.05960264900662252,0.12408759124087593,0.03571428571428571,0.08387096774193549,0.05045871559633028,0.060606060606060615,0.08571428571428573,0.0749063670411985,0.05555555555555555,0.0457516339869281,0.0670926517571885,0.05740181268882175,0.051630434782608696,0.05421686746987952,0.03300330033003299,0.05882352941176471,0.0625,0.05985915492957746,0.06690140845070422,0.08231707317073171,0.08571428571428573,0.05263157894736842,0.09375,0.06432748538011697,0.04464285714285714,0.08090614886731391,0.037037037037037035,0.06593406593406594,0.08992805755395683,0.075,0.06388888888888887,0.061046511627906974,0.052924791086350974,0.0425531914893617,0.09826589595375723,0.07449856733524356,0.05390835579514825,0.111716621253406,0.09066666666666667,0.060532687651331726,0.06994818652849741,0.06405693950177936,0.1010452961672474,0.08904109589041095,0.0896551724137931,0.07773851590106008,0.11023622047244094,0.12396694214876032,0.07627118644067797,0.10714285714285714,0.07575757575757576,0.0726643598615917
Bronxwood,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15789473684210525,,0.0,,,,,,0.08333333333333333,0.3,0.18181818181818185,,0.06666666666666668,0.14285714285714285,0.1,,0.0
